id,gbifID,file_name,license
1,2432510890,Calliphoridae_Lucilia_cuprina_2226530_2432510890,
2,2432510890,Calliphoridae_Lucilia_cuprina_2226531_2432510890,
12,2432511323,Calliphoridae_Lucilia_cuprina_158621_2432511323,
53,3070308476,Calliphoridae_Lucilia_sericata_275082_3070308476,http://creativecommons.org/licenses/by/4.0/
133,1945416832,Calliphoridae_Lucilia_silvarum_2154488_1945416832,http://creativecommons.org/licenses/by-nc/4.0/
217,3384310997,Calliphoridae_Calliphora_vomitoria_1010828_3384310997,http://creativecommons.org/licenses/by-nc/4.0/
341,2557645983,Calliphoridae_Chrysomya_albiceps_2236694_2557645983,http://creativecommons.org/licenses/by/4.0/
421,3407927397,Calliphoridae_Chrysomya_albiceps_1709552_3407927397,http://creativecommons.org/licenses/by-nc/4.0/
506,2851056675,Calliphoridae_Chrysomya_albiceps_1617748_2851056675,http://creativecommons.org/licenses/by-nc/4.0/
508,2851056675,Calliphoridae_Chrysomya_albiceps_1617750_2851056675,http://creativecommons.org/licenses/by-nc/4.0/
509,2851056675,Calliphoridae_Chrysomya_albiceps_1617751_2851056675,http://creativecommons.org/licenses/by-nc/4.0/
510,2851056675,Calliphoridae_Chrysomya_albiceps_1617753_2851056675,http://creativecommons.org/licenses/by-nc/4.0/
576,3466095647,Calliphoridae_Chrysomya_megacephala_2534772_3466095647,http://creativecommons.org/licenses/by-nc/4.0/
787,3407973415,Calliphoridae_Chrysomya_albiceps_3089274_3407973415,http://creativecommons.org/licenses/by-nc/4.0/
2381,3307224389,Calliphoridae_Chrysomya_albiceps_982065_3307224389,http://creativecommons.org/licenses/by-nc/4.0/
2721,2429229410,Calliphoridae_Cynomya_mortuorum_2916241_2429229410,http://creativecommons.org/licenses/by-nc/4.0/
3080,2429313192,Calliphoridae_Cynomya_mortuorum_157937_2429313192,http://creativecommons.org/licenses/by-nc/4.0/
3216,3455254546,Calliphoridae_Phormia_regina_456147_3455254546,http://creativecommons.org/licenses/by-nc/4.0/
