id,gbifID,file_name,license
1887,3455301054,Empididae_Empis_pulchripes_1835481_3455301054,http://creativecommons.org/licenses/by-nc/4.0/
1888,3455301054,Empididae_Empis_pulchripes_1835482_3455301054,http://creativecommons.org/licenses/by-nc/4.0/
2130,3455742884,Empididae_Empis_borealis_1837740_3455742884,http://creativecommons.org/licenses/by-nc-sa/4.0/
5114,3314265530,Empididae_Empis_stercorea_984095_3314265530,http://creativecommons.org/licenses/by-nc/4.0/
5466,3860464458,Empididae_Empis_trigramma_2653276_3860464458,http://creativecommons.org/licenses/by-nc/4.0/
5577,3112632362,Empididae_Rhamphomyia_marginata_2352470_3112632362,http://creativecommons.org/licenses/by-nc/4.0/
6141,3757376387,Empididae_Rhamphomyia_albosegmentata_1922017_3757376387,© All rights reserved
6304,2867108466,Empididae_Rhamphomyia_spinipes_245737_2867108466,© All rights reserved
6326,2627265250,Empididae_Empis_borealis_1570448_2627265250,© All rights reserved
6395,4008095347,Empididae_Rhamphomyia_nitidula_2052875_4008095347,© All rights reserved
6396,4008095347,Empididae_Rhamphomyia_nitidula_2052876_4008095347,© All rights reserved
6397,4008095347,Empididae_Rhamphomyia_nitidula_2052877_4008095347,© All rights reserved
6754,2027423730,Empididae_Empis_borealis_824593_2027423730,© All rights reserved
6870,3770656591,Empididae_Empis_lucida_1238665_3770656591,© All rights reserved
6871,3770656591,Empididae_Empis_lucida_1238666_3770656591,© All rights reserved
6872,3770656591,Empididae_Empis_lucida_1238667_3770656591,© All rights reserved
7017,3110446653,Empididae_Empis_borealis_283633_3110446653,© All rights reserved
7027,3411932311,Empididae_Empis_nigripes_3090427_3411932311,© All rights reserved
7105,2407868475,Empididae_Gloma_fuscipennis_2221724_2407868475,© All rights reserved
7197,2425085376,Empididae_Rhamphomyia_trilineata_1536385_2425085376,© All rights reserved
7275,2404633007,Empididae_Rhamphomyia_umbripennis_1531964_2404633007,http://creativecommons.org/licenses/by/4.0/
7276,2404633007,Empididae_Rhamphomyia_umbripennis_1531965_2404633007,http://creativecommons.org/licenses/by/4.0/
7398,3469531432,Empididae_Rhamphomyia_spinipes_468821_3469531432,© All rights reserved
7399,3469531432,Empididae_Rhamphomyia_spinipes_468822_3469531432,© All rights reserved
7400,3469531432,Empididae_Rhamphomyia_spinipes_468823_3469531432,© All rights reserved
8688,1990645503,Empididae_Empis_ciliata_822774_1990645503,http://creativecommons.org/licenses/by-nc/4.0/
15139,2028518232,Empididae_Empis_borealis_2892573_2028518232,http://creativecommons.org/licenses/by-nc/4.0/
15232,2422841018,Empididae_Empis_tessellata_155804_2422841018,http://creativecommons.org/licenses/by-nc/4.0/
15700,3866441504,Empididae_Rhamphomyia_sulcata_1965980_3866441504,© All rights reserved
15716,2313678359,Empididae_Hilara_clavipes_1527305_2313678359,© All rights reserved
15744,3807726437,Empididae_Empis_stercorea_3316292_3807726437,© All rights reserved
15752,3864355467,Empididae_Chelipoda_albiseta_587706_3864355467,© All rights reserved
15753,3864355467,Empididae_Chelipoda_albiseta_587707_3864355467,© All rights reserved
15883,3303500692,Empididae_Empis_borealis_3050218_3303500692,© All rights reserved
15949,3878905523,Empididae_Phyllodromia_melanocephala_1972792_3878905523,© All rights reserved
15950,3878905523,Empididae_Phyllodromia_melanocephala_1972793_3878905523,© All rights reserved
15964,3864263376,Empididae_Rhamphomyia_hybotina_1965839_3864263376,© All rights reserved
24575,2410356525,Empididae_Empis_stercorea_2222348_2410356525,© All rights reserved
24597,2407121851,Empididae_Rhamphomyia_spinipes_2221550_2407121851,© All rights reserved
24598,2407121851,Empididae_Rhamphomyia_spinipes_2221551_2407121851,© All rights reserved
24599,2407121851,Empididae_Rhamphomyia_spinipes_2221552_2407121851,© All rights reserved
24864,3313539473,Empididae_Rhamphomyia_sulcata_2361959_3313539473,© All rights reserved
25100,2410905875,Empididae_Empis_stercorea_2222471_2410905875,© All rights reserved
25398,3760811367,Empididae_Empis_borealis_2615444_3760811367,© All rights reserved
25678,1432784947,Empididae_Rhamphomyia_sciarina_2803560_1432784947,© all rights reserved
25679,1432784947,Empididae_Rhamphomyia_sciarina_2803561_1432784947,© all rights reserved
25680,1432784947,Empididae_Rhamphomyia_sciarina_2803562_1432784947,© all rights reserved
27076,4009930337,Empididae_Empis_pennipes_2054577_4009930337,http://creativecommons.org/licenses/by-nc/4.0/
27876,3466036040,Empididae_Empis_pennipes_466030_3466036040,http://creativecommons.org/licenses/by-nc/4.0/
