id,gbifID,file_name,license
1180,3383900529,Sarcophagidae_Amobia_signata_3077275_3383900529,http://creativecommons.org/licenses/by-nc/4.0/
1181,3383900529,Sarcophagidae_Amobia_signata_3077276_3383900529,http://creativecommons.org/licenses/by-nc/4.0/
1182,3383900529,Sarcophagidae_Amobia_signata_3077277_3383900529,http://creativecommons.org/licenses/by-nc/4.0/
1183,3383900529,Sarcophagidae_Amobia_signata_3077278_3383900529,http://creativecommons.org/licenses/by-nc/4.0/
1184,3383900529,Sarcophagidae_Amobia_signata_3077279_3383900529,http://creativecommons.org/licenses/by-nc/4.0/
1185,3383900529,Sarcophagidae_Amobia_signata_3077280_3383900529,http://creativecommons.org/licenses/by-nc/4.0/
1186,3383900529,Sarcophagidae_Amobia_signata_3077281_3383900529,http://creativecommons.org/licenses/by-nc/4.0/
3569,2397498368,Sarcophagidae_Nyctia_halterata_1529731_2397498368,http://creativecommons.org/publicdomain/zero/1.0/
3570,2397498368,Sarcophagidae_Nyctia_halterata_1529732_2397498368,http://creativecommons.org/publicdomain/zero/1.0/
5249,3994234356,Sarcophagidae_Taxigramma_hilarella_2041516_3994234356,http://creativecommons.org/licenses/by-nc/4.0/
5775,3456094563,Sarcophagidae_Amobia_signata_1839471_3456094563,http://creativecommons.org/licenses/by-nc/4.0/
6239,3313431481,Sarcophagidae_Sarcophaga_carnaria_2361900_3313431481,© All rights reserved
6366,3764971424,Sarcophagidae_Sarcophaga_carnaria_1927492_3764971424,© All rights reserved
6384,3440109425,Sarcophagidae_Ravinia_pernix_3096884_3440109425,http://creativecommons.org/licenses/by-nc-sa/4.0/
7426,3027758434,Sarcophagidae_Sarcophaga_carnaria_954636_3027758434,© All rights reserved
7427,3027758434,Sarcophagidae_Sarcophaga_carnaria_954637_3027758434,© All rights reserved
10752,3325823497,Sarcophagidae_Wohlfahrtia_bella_988821_3325823497,http://creativecommons.org/licenses/by-nc/4.0/
12391,3383960474,Sarcophagidae_Amobia_signata_3077704_3383960474,http://creativecommons.org/licenses/by-nc/4.0/
12392,3383960474,Sarcophagidae_Amobia_signata_3077705_3383960474,http://creativecommons.org/licenses/by-nc/4.0/
12393,3383960474,Sarcophagidae_Amobia_signata_3077706_3383960474,http://creativecommons.org/licenses/by-nc/4.0/
12394,3383960474,Sarcophagidae_Amobia_signata_3077707_3383960474,http://creativecommons.org/licenses/by-nc/4.0/
12395,3383960474,Sarcophagidae_Amobia_signata_3077708_3383960474,http://creativecommons.org/licenses/by-nc/4.0/
12396,3383960474,Sarcophagidae_Amobia_signata_3077709_3383960474,http://creativecommons.org/licenses/by-nc/4.0/
12397,3383960474,Sarcophagidae_Amobia_signata_3077710_3383960474,http://creativecommons.org/licenses/by-nc/4.0/
12398,3383960474,Sarcophagidae_Amobia_signata_3077711_3383960474,http://creativecommons.org/licenses/by-nc/4.0/
12399,3383960474,Sarcophagidae_Amobia_signata_3077712_3383960474,http://creativecommons.org/licenses/by-nc/4.0/
13178,1891070723,Sarcophagidae_Macronychia_dolini_2151144_1891070723,http://creativecommons.org/licenses/by/4.0/
13822,3902850917,Sarcophagidae_Nyctia_halterata_1298531_3902850917,http://creativecommons.org/licenses/by-nc/4.0/
14526,4014848781,Sarcophagidae_Sarcophaga_melanura_3437202_4014848781,http://creativecommons.org/licenses/by-nc/4.0/
14527,4014848781,Sarcophagidae_Sarcophaga_melanura_3437203_4014848781,http://creativecommons.org/licenses/by-nc/4.0/
14528,4014848781,Sarcophagidae_Sarcophaga_melanura_3437204_4014848781,http://creativecommons.org/licenses/by-nc/4.0/
16054,2823016462,Sarcophagidae_Sarcophaga_carnaria_207743_2823016462,© All rights reserved
16321,4011631683,Sarcophagidae_Sarcophaga_africa_678094_4011631683,http://creativecommons.org/licenses/by-nc/4.0/
16322,4011631683,Sarcophagidae_Sarcophaga_africa_678095_4011631683,http://creativecommons.org/licenses/by-nc/4.0/
16323,4011631683,Sarcophagidae_Sarcophaga_africa_678096_4011631683,http://creativecommons.org/licenses/by-nc/4.0/
16324,4011631683,Sarcophagidae_Sarcophaga_africa_678097_4011631683,http://creativecommons.org/licenses/by-nc/4.0/
16325,4011631683,Sarcophagidae_Sarcophaga_africa_678098_4011631683,http://creativecommons.org/licenses/by-nc/4.0/
16326,4011631683,Sarcophagidae_Sarcophaga_africa_678099_4011631683,http://creativecommons.org/licenses/by-nc/4.0/
16327,4011631683,Sarcophagidae_Sarcophaga_africa_678100_4011631683,http://creativecommons.org/licenses/by-nc/4.0/
16393,3872869620,Sarcophagidae_Sarcophaga_variegata_3346465_3872869620,http://creativecommons.org/licenses/by/4.0/
16394,3872869620,Sarcophagidae_Sarcophaga_variegata_3346466_3872869620,http://creativecommons.org/licenses/by/4.0/
16395,3872869620,Sarcophagidae_Sarcophaga_variegata_3346467_3872869620,http://creativecommons.org/licenses/by/4.0/
16396,3872869620,Sarcophagidae_Sarcophaga_variegata_3346468_3872869620,http://creativecommons.org/licenses/by/4.0/
16397,3872869620,Sarcophagidae_Sarcophaga_variegata_3346469_3872869620,http://creativecommons.org/licenses/by/4.0/
22200,3873029440,Sarcophagidae_Sarcophaga_variegata_2656349_3873029440,http://creativecommons.org/licenses/by/4.0/
22201,3873029440,Sarcophagidae_Sarcophaga_variegata_2656350_3873029440,http://creativecommons.org/licenses/by/4.0/
24681,2867020462,Sarcophagidae_Macronychia_striginervis_3004176_2867020462,© All rights reserved
24919,3320330489,Sarcophagidae_Sarcophaga_carnaria_985257_3320330489,© All rights reserved
25556,2412186701,Sarcophagidae_Sarcophaga_carnaria_2913435_2412186701,© All rights reserved
25564,3862120450,Sarcophagidae_Sarcophaga_carnaria_2655059_3862120450,© All rights reserved
