id,gbifID,file_name,license
160,4014865654,Scathophagidae_Americina_vittatum_2056884_4014865654,http://creativecommons.org/licenses/by-nc/4.0/
161,4014865654,Scathophagidae_Americina_vittatum_2056885_4014865654,http://creativecommons.org/licenses/by-nc/4.0/
162,4014865654,Scathophagidae_Americina_vittatum_2056886_4014865654,http://creativecommons.org/licenses/by-nc/4.0/
163,4014865654,Scathophagidae_Americina_vittatum_2056887_4014865654,http://creativecommons.org/licenses/by-nc/4.0/
1200,2237487370,Scathophagidae_Scathophaga_stercoraria_2203273_2237487370,http://creativecommons.org/licenses/by-nc/4.0/
1755,3859414352,Scathophagidae_Americina_vittatum_1270051_3859414352,http://creativecommons.org/licenses/by-nc/4.0/
1756,3859414352,Scathophagidae_Americina_vittatum_1270052_3859414352,http://creativecommons.org/licenses/by-nc/4.0/
3191,3113468478,Scathophagidae_Norellisoma_spinimanum_3044427_3113468478,http://creativecommons.org/licenses/by-nc/4.0/
3192,3113468478,Scathophagidae_Norellisoma_spinimanum_3044428_3113468478,http://creativecommons.org/licenses/by-nc/4.0/
3237,3456062514,Scathophagidae_Cordilura_albipes_2528262_3456062514,http://creativecommons.org/licenses/by-nc/4.0/
3238,3456062514,Scathophagidae_Cordilura_albipes_2528263_3456062514,http://creativecommons.org/licenses/by-nc/4.0/
3468,3456578183,Scathophagidae_Americina_vittatum_1841603_3456578183,http://creativecommons.org/licenses/by-nc/4.0/
3469,3456578183,Scathophagidae_Americina_vittatum_1841604_3456578183,http://creativecommons.org/licenses/by-nc/4.0/
3471,3456578183,Scathophagidae_Americina_vittatum_1841606_3456578183,http://creativecommons.org/licenses/by-nc/4.0/
5268,3355368461,Scathophagidae_Scathophaga_stercoraria_1694719_3355368461,http://creativecommons.org/licenses/by-nc/4.0/
6070,3324053350,Scathophagidae_Norellisoma_suilla_2365636_3324053350,© All rights reserved
6071,3324053350,Scathophagidae_Norellisoma_suilla_2365637_3324053350,© All rights reserved
6072,3324053350,Scathophagidae_Norellisoma_suilla_2365638_3324053350,© All rights reserved
6073,3324053350,Scathophagidae_Norellisoma_suilla_2365639_3324053350,© All rights reserved
6360,3893231387,Scathophagidae_Norellisoma_suilla_1982263_3893231387,© All rights reserved
6529,3898872674,Scathophagidae_Norellisoma_suilla_1293173_3898872674,© All rights reserved
6547,3921205561,Scathophagidae_Scathophaga_furcata_1333639_3921205561,© All rights reserved
7004,1883103734,Scathophagidae_Norellisoma_spinimanum_2838586_1883103734,© All rights reserved
7019,2627064133,Scathophagidae_Scathophaga_inquinata_2949511_2627064133,© All rights reserved
7020,2627064133,Scathophagidae_Scathophaga_inquinata_2949512_2627064133,© All rights reserved
7021,2627064133,Scathophagidae_Scathophaga_inquinata_2949513_2627064133,© All rights reserved
9412,3892590506,Scathophagidae_Americina_vittatum_603384_3892590506,http://creativecommons.org/licenses/by-nc/4.0/
9413,3892590506,Scathophagidae_Americina_vittatum_603385_3892590506,http://creativecommons.org/licenses/by-nc/4.0/
9414,3892590506,Scathophagidae_Americina_vittatum_603386_3892590506,http://creativecommons.org/licenses/by-nc/4.0/
9415,3892590506,Scathophagidae_Americina_vittatum_603387_3892590506,http://creativecommons.org/licenses/by-nc/4.0/
9685,2988455715,Scathophagidae_Americina_vittatum_1635902_2988455715,http://creativecommons.org/licenses/by-nc/4.0/
9686,2988455715,Scathophagidae_Americina_vittatum_1635903_2988455715,http://creativecommons.org/licenses/by-nc/4.0/
9688,2988455715,Scathophagidae_Americina_vittatum_1635905_2988455715,http://creativecommons.org/licenses/by-nc/4.0/
9689,2988455715,Scathophagidae_Americina_vittatum_1635906_2988455715,http://creativecommons.org/licenses/by-nc/4.0/
9690,2988455715,Scathophagidae_Americina_vittatum_1635907_2988455715,http://creativecommons.org/licenses/by-nc/4.0/
9746,3109297079,Scathophagidae_Norellia_spinipes_973549_3109297079,http://creativecommons.org/licenses/by/4.0/
9747,3109297079,Scathophagidae_Norellia_spinipes_973550_3109297079,http://creativecommons.org/licenses/by/4.0/
9748,3109297079,Scathophagidae_Norellia_spinipes_973551_3109297079,http://creativecommons.org/licenses/by/4.0/
9749,3109297079,Scathophagidae_Norellia_spinipes_973552_3109297079,http://creativecommons.org/licenses/by/4.0/
10330,3079725193,Scathophagidae_Scathophaga_stercoraria_3036218_3079725193,http://creativecommons.org/licenses/by-nc/4.0/
12950,3466153883,Scathophagidae_Americina_vittatum_466526_3466153883,http://creativecommons.org/licenses/by-nc/4.0/
12951,3466153883,Scathophagidae_Americina_vittatum_466527_3466153883,http://creativecommons.org/licenses/by-nc/4.0/
12952,3466153883,Scathophagidae_Americina_vittatum_466528_3466153883,http://creativecommons.org/licenses/by-nc/4.0/
12953,3466153883,Scathophagidae_Americina_vittatum_466529_3466153883,http://creativecommons.org/licenses/by-nc/4.0/
12954,3466153883,Scathophagidae_Americina_vittatum_466530_3466153883,http://creativecommons.org/licenses/by-nc/4.0/
12955,3466153883,Scathophagidae_Americina_vittatum_466531_3466153883,http://creativecommons.org/licenses/by-nc/4.0/
12957,3466153883,Scathophagidae_Americina_vittatum_466533_3466153883,http://creativecommons.org/licenses/by-nc/4.0/
12958,3466153883,Scathophagidae_Americina_vittatum_466534_3466153883,http://creativecommons.org/licenses/by-nc/4.0/
13152,1988350974,Scathophagidae_Norellisoma_spinimanum_2194872_1988350974,http://creativecommons.org/licenses/by/4.0/
13153,1988350974,Scathophagidae_Norellisoma_spinimanum_2194873_1988350974,http://creativecommons.org/licenses/by/4.0/
13157,1988350974,Scathophagidae_Norellisoma_spinimanum_2194877_1988350974,http://creativecommons.org/licenses/by/4.0/
15181,2992688558,Scathophagidae_Americina_vittatum_1636881_2992688558,http://creativecommons.org/licenses/by-nc/4.0/
15182,2992688558,Scathophagidae_Americina_vittatum_1636882_2992688558,http://creativecommons.org/licenses/by-nc/4.0/
15183,2992688558,Scathophagidae_Americina_vittatum_1636883_2992688558,http://creativecommons.org/licenses/by-nc/4.0/
