id,gbifID,file_name,license
1058,3090690685,Anthomyiidae_Anthomyia_illocata_2347181_3090690685,http://creativecommons.org/licenses/by-nc/4.0/
1565,3124560550,Anthomyiidae_Pegomya_flavifrons_977668_3124560550,http://creativecommons.org/licenses/by/4.0/
1566,3124560550,Anthomyiidae_Pegomya_flavifrons_977669_3124560550,http://creativecommons.org/licenses/by/4.0/
1567,3124560550,Anthomyiidae_Pegomya_flavifrons_977670_3124560550,http://creativecommons.org/licenses/by/4.0/
1568,3124560550,Anthomyiidae_Pegomya_flavifrons_977671_3124560550,http://creativecommons.org/licenses/by/4.0/
2556,2563522880,Anthomyiidae_Chirosia_betuleti_1560159_2563522880,http://creativecommons.org/licenses/by-sa/4.0/
3801,1806325302,Anthomyiidae_Anthomyia_illocata_2813906_1806325302,http://creativecommons.org/licenses/by-nc/4.0/
4155,3888817364,Anthomyiidae_Pegoplata_palposa_3358384_3888817364,http://creativecommons.org/licenses/by-nc/4.0/
6877,1884835547,Anthomyiidae_Pegomya_testacea_772903_1884835547,© All rights reserved
7472,2410542942,Anthomyiidae_Alliopsis_silvestris_2222396_2410542942,© All rights reserved
7473,2410542942,Anthomyiidae_Alliopsis_silvestris_2222397_2410542942,© All rights reserved
8584,3859470249,Anthomyiidae_Anthomyia_illocata_2648745_3859470249,http://creativecommons.org/licenses/by-nc/4.0/
11958,3881408398,Anthomyiidae_Eustalomyia_hilaris_3355242_3881408398,http://creativecommons.org/licenses/by-nc/4.0/
13688,3328045264,Anthomyiidae_Anthomyia_imbrida_3059568_3328045264,http://creativecommons.org/licenses/by-nc/4.0/
13689,3328045264,Anthomyiidae_Anthomyia_imbrida_3059569_3328045264,http://creativecommons.org/licenses/by-nc/4.0/
13690,3328045264,Anthomyiidae_Anthomyia_imbrida_3059570_3328045264,http://creativecommons.org/licenses/by-nc/4.0/
14397,2882926327,Anthomyiidae_Hydrophoria_lancifer_3006757_2882926327,http://creativecommons.org/licenses/by-nc/4.0/
15674,3313492522,Anthomyiidae_Chirosia_betuleti_983303_3313492522,© All rights reserved
16637,2862308443,Anthomyiidae_Myopina_myopina_2311576_2862308443,http://creativecommons.org/licenses/by-nc/4.0/
17407,3860178091,Anthomyiidae_Anthomyia_illocata_2651945_3860178091,http://creativecommons.org/licenses/by/4.0/
18045,3097305312,Anthomyiidae_Anthomyia_illocata_972523_3097305312,http://creativecommons.org/licenses/by-nc/4.0/
18545,3302465357,Anthomyiidae_Anthomyia_illocata_3049679_3302465357,http://creativecommons.org/licenses/by-nc/4.0/
21070,3456218982,Anthomyiidae_Anthomyia_pluvialis_460812_3456218982,http://creativecommons.org/licenses/by/4.0/
22561,3985786657,Anthomyiidae_Anthomyia_quinquemaculata_3417364_3985786657,http://creativecommons.org/licenses/by-nc/4.0/
22696,3343742717,Anthomyiidae_Anthomyia_pluvialis_1002578_3343742717,http://creativecommons.org/licenses/by-nc/4.0/
24863,2332735133,Anthomyiidae_Hylemya_vagans_1528020_2332735133,© All rights reserved
30258,3881734355,Anthomyiidae_Eustalomyia_hilaris_3356701_3881734355,http://creativecommons.org/licenses/by-nc/4.0/
30985,1883520826,Anthomyiidae_Anthomyia_illocata_2839687_1883520826,http://creativecommons.org/licenses/by-nc/4.0/
31266,3456291769,Anthomyiidae_Anthomyia_illocata_3219694_3456291769,http://creativecommons.org/licenses/by-nc/4.0/
31780,2633231873,Anthomyiidae_Pegoplata_palposa_1572600_2633231873,http://creativecommons.org/licenses/by-nc-sa/4.0/
32157,4017438540,Anthomyiidae_Botanophila_fugax_3438369_4017438540,© all rights reserved
32158,4017438540,Anthomyiidae_Botanophila_fugax_3438370_4017438540,© all rights reserved
32320,3433012271,Anthomyiidae_Chirosia_grossicauda_3095946_3433012271,© all rights reserved
33130,1965630928,Anthomyiidae_Chirosia_betuleti_797764_1965630928,http://creativecommons.org/licenses/by-nc-nd/4.0/
33449,1968661546,Anthomyiidae_Chirosia_betuleti_801901_1968661546,http://creativecommons.org/publicdomain/zero/1.0/
34730,1974121751,Anthomyiidae_Pegomya_setaria_2879192_1974121751,http://creativecommons.org/licenses/by-nc-nd/4.0/
34731,1974121751,Anthomyiidae_Pegomya_setaria_2879193_1974121751,http://creativecommons.org/licenses/by-nc-nd/4.0/
34784,1956654169,Anthomyiidae_Botanophila_gnava_2163002_1956654169,http://creativecommons.org/licenses/by-nc-nd/4.0/
36490,1958554141,Anthomyiidae_Egle_ciliata_788608_1958554141,http://creativecommons.org/licenses/by-nc-nd/4.0/
36491,1958554141,Anthomyiidae_Egle_ciliata_788609_1958554141,http://creativecommons.org/licenses/by-nc-nd/4.0/
37313,1844312689,Anthomyiidae_Leucophora_obtusa_72700_1844312689,© all rights reserved
37314,1844312689,Anthomyiidae_Leucophora_obtusa_72701_1844312689,© all rights reserved
38873,2898500216,Anthomyiidae_Hylemya_vagans_940284_2898500216,http://creativecommons.org/licenses/by-nc/4.0/
38874,2898500216,Anthomyiidae_Hylemya_vagans_940285_2898500216,http://creativecommons.org/licenses/by-nc/4.0/
